No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
274,tbv0014m.スタッフＤＵＯ,スタッフＤＵＯ,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.スタッフＤＵＯ）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.スタッフＤＵＯ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,スタッフＤＵＯに関する項目
275,tbv0014m.スタッフサービス,スタッフサービス,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.スタッフサービス）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.スタッフサービス」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,スタッフサービスに関する項目
276,tbv0014m.退職日,退職日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.退職日）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.退職日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,退職日に関する日付/年月情報
277,tbv0014m.業務権限区分,業務権限区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.業務権限区分）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.業務権限区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,業務権限区分を表す区分/フラグ情報
278,tbv0014m.直間区分,直間区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.直間区分）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.直間区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,直間区分を表す区分/フラグ情報
279,tbv0014m.フリースタッフ区分,フリースタッフ区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.フリースタッフ区分）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.フリースタッフ区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,フリースタッフ区分を表す区分/フラグ情報
280,tbv0014m.移動日,移動日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.移動日）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.移動日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,移動日に関する日付/年月情報
281,tbv0014m.旧所属店舗,旧所属店舗,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.旧所属店舗）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.旧所属店舗」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,旧所属店舗に関する項目
282,tbv0014m.旧所属課,旧所属課,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.旧所属課）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.旧所属課」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,旧所属課に関する項目
283,tbv0014m.旧所属係,旧所属係,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.旧所属係）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.旧所属係」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,旧所属係に関する項目
284,tbv0014m.旧所属部門,旧所属部門,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.旧所属部門）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.旧所属部門」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,旧所属部門に関する項目
285,tbv0014m.他システム更新区分,他システム更新区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.他システム更新区分）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.他システム更新区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,他システム更新区分を表す区分/フラグ情報
286,tbv0014m.届出日,届出日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.届出日）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.届出日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,届出日に関する日付/年月情報
287,tbv0014m.廃止日,廃止日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.廃止日）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.廃止日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,廃止日に関する日付/年月情報
288,tbv0014m.旧業務権限区分,旧業務権限区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.旧業務権限区分）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.旧業務権限区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,旧業務権限区分を表す区分/フラグ情報
289,tbv0014m.ＡＴＳＣ利用区分,ＡＴＳＣ利用区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ＡＴＳＣ利用区分）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ＡＴＳＣ利用区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＡＴＳＣ利用区分に関する金額・税・率などの数値情報
290,tbv0014m.ＡＴＳＣ社員英名,ＡＴＳＣ社員英名,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ＡＴＳＣ社員英名）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ＡＴＳＣ社員英名」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＡＴＳＣ社員英名の名称・文字列情報
291,tbv0014m.ＡＴＳＣ本部店舗区分,ＡＴＳＣ本部店舗区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ＡＴＳＣ本部店舗区分）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ＡＴＳＣ本部店舗区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＡＴＳＣ本部店舗区分を表す区分/フラグ情報
292,tbv0014m.ログインＩＤ１,ログインＩＤ１,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ログインＩＤ１）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ログインＩＤ１」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ログインＩＤ１を識別するコード/番号情報
293,tbv0014m.ログインＩＤ２,ログインＩＤ２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ログインＩＤ２）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ログインＩＤ２」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ログインＩＤ２を識別するコード/番号情報
294,tbv0014m.ログインＩＤ３,ログインＩＤ３,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ログインＩＤ３）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ログインＩＤ３」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ログインＩＤ３を識別するコード/番号情報
295,tbv0014m.ログインＩＤ４,ログインＩＤ４,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ログインＩＤ４）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ログインＩＤ４」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ログインＩＤ４を識別するコード/番号情報
296,tbv0014m.ログインＩＤ５,ログインＩＤ５,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ログインＩＤ５）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ログインＩＤ５」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ログインＩＤ５を識別するコード/番号情報
297,tbv0014m.ログインＩＤ６,ログインＩＤ６,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ログインＩＤ６）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ログインＩＤ６」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ログインＩＤ６を識別するコード/番号情報
298,tbv0014m.ログインＩＤ７,ログインＩＤ７,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ログインＩＤ７）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ログインＩＤ７」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ログインＩＤ７を識別するコード/番号情報
299,tbv0014m.ログインＩＤ８,ログインＩＤ８,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ログインＩＤ８）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ログインＩＤ８」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ログインＩＤ８を識別するコード/番号情報
300,tbv0014m.ログインＩＤ９,ログインＩＤ９,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ログインＩＤ９）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ログインＩＤ９」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ログインＩＤ９を識別するコード/番号情報
301,tbv0014m.ログインＩＤ１０,ログインＩＤ１０,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.ログインＩＤ１０）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.ログインＩＤ１０」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ログインＩＤ１０を識別するコード/番号情報
302,tbv0014m.継承有無,継承有無,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.継承有無）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.継承有無」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,継承有無を表す区分/フラグ情報
303,tbv0014m.切替可能会社,切替可能会社,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.切替可能会社）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.切替可能会社」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,切替可能会社に関する項目
304,tbv0014m.切替可能店舗,切替可能店舗,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbv0014m,SQL SELECT句参照（別名: tbv0014m.切替可能店舗）,tbv0014m 由来項目をレポート用の日本語別名「tbv0014m.切替可能店舗」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,切替可能店舗に関する項目
305,tbbf008m.販売店型式,販売店型式,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbf008m,SQL SELECT句参照（別名: tbbf008m.販売店型式）,tbbf008m 由来項目をレポート用の日本語別名「tbbf008m.販売店型式」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,販売店型式に関する項目
306,tbbf008m.新旧世代,新旧世代,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbbf008m,SQL SELECT句参照（別名: tbbf008m.新旧世代）,tbbf008m 由来項目をレポート用の日本語別名「tbbf008m.新旧世代」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,新旧世代に関する項目
